text,topic
"From: romdas@uclink.berkeley.edu (Ella I Baff) Subject: GETTING AIDS FROM ACUPUNCTURE NEEDLES Organization: University of California, Berkeley Lines: 44 Distribution: world NNTP-Posting-Host: uclink.berkeley.edu     someone wrote in expressing concern about getting AIDS from acupuncture    needles.....  Unless your friend is sharing fluids with their acupuncturist who                themselves has AIDS..it is unlikely (not impossible) they will get AIDS          from acupuncture needles. Generally, even if accidently inoculated, the normal immune response should be enough to effectively handle the minimal contaminant  involved with acupuncture needle insertion.   Most acupuncturists use disposable needles...use once and throw away. They       do this because you are not the only one concerned about transmission of  diseases via this route...so it's good business to advertise ""disposable needlesused here."" These needles tend to be of a lower quality however,  being poorly manufactured and too ""sharp"" in my opinion. They tend to snag bloodvessels on insertion compared to higher quality needles.                                                                         If I choose to use acupuncture for a given complaint, that patient will get  their own set of new needles which are sterilized between treatments.       The risk here for hepatitis, HIV, etc. transmission is that I could mistakenly  use an infected persons needles accidently on the wrong               patient...but clear labelling and paying attention all but eliminates  this risk. Better quality needles tend to ""slide"" past vessels and             nerves avoiding unpleasant painful snags..and hematomas...so I use them.                         Acupuncture needles come in many lengths and thicknesses...but they are all  solid when compared to their injection-style cousins. In China, herbal solutionsand western pharmaceuticals are occasionally injected into  meridian points purported to have TCM physiologic effects and so require  the same hollow needles used for injecting fluid medicine. This means...thinkingtiny...that a samll amount of tissue, the diameter of the needle bore, will be  injected into the body as it would  be in a typical ""shot."" when the skin is  puntured. On the other hand when the solid  acupuncture needle is inserted, the skin tends to ""squeeze"" the needle  from the tip to the level of insertion such that any 'cooties' that  haven't been schmeared away with alcohol before insertion, tend to remain  on the surface of the skin minimizing invasion from the exterior.   Of course in TCM...the body's exterior is protected by the Wei (Protective) Qi..so infection is unlikely....or in other words...there is a normal inflammatory  and immune response that accompanies tissue damage incurred at the puncture  site.   While I'm fairly certain your friend will not have a transferable disease  transmitted to them via acupuncture needle insertion, I would like to know for  what complaint they have consulted the acupuncturist...not to know  if it would be harmful.. but to know if it would be helpful.   John Badanes, DC, CA romdas@uclink.berkeley.edu",sci.med
"From: ebrandt@jarthur.claremont.edu (Eli Brandt) Subject: Re: Do we need the clipper for cheap security? Organization: Harvey Mudd College, Claremont, CA 91711 Lines: 56  In article <1r466c$an3@news.intercon.com> amanda@intercon.com (Amanda Walker) writes: >Agreed.  Remember, I don't even think of Clipper as encryption in any real  >sense--if I did, I'd probably be a lot more annoyed about it.  I agree with this assessment.  Furthermore, its promotion as providing greater protection than bare voice is quite true, as far as it goes.  However, the only way for it to fulfill its stated goal of letting LE wiretap ""terrorists and drug dealers"" is to restrict stronger techniques.    Wiretap targets presently use strong encryption, weak encryption, or (the vast majority) no encryption.  The latter two classes can be tapped.  With weak encryption in every phone, the no-encryption class is merged into the weak-encryption class.  Will the introduction of Clipper cause targets presently enjoying strong privacy to give up on it?  that is, to rely for privacy on a system expressly designed to deny it to people like them?  I doubt it.  The mere introduction of this scheme will give the government *nothing*.  The stated goal of preventing the degradation of wiretapping capabilities can be fulfilled by restriction of domestic cryptography, and only by this restriction.  ""Clipper"" appears to be no more than a sop, given to the public to mute any complaints.  We would find this a grossly inadequate tradeoff, but I fear the public at large will not care.  I hate to even mention gun control, but most people seem to think that an `assault weapon' (as the NYT uses the word) is some sort of automatic weapon, .50 caliber maybe.  Who wants to have such a thing legal?  Well, people know even less about cryptology; I suspect that strong cryptography could easily be labeled ""too much secrecy for law-abiding citizens to need"".  >That's not for Clinton (or anyone under him) to say, though.  Only the  >federal and supreme courts can say anything about the constitutionality. >Anything the administration or any governmental agency says is opinion at  >best.  What they say is opinion, but what they do is what matters, and will continue unless overturned.  And the courts are reluctant to annul law or regulation, going to some length to decide cases on other grounds.  Furthermore, Congress can get away with quite a bit.  They could levy a burdensome tax; this would place enforcement in the hands of the BATF, who as we've seen you really don't want on your case.  They could invoke the Commerce Clause; this seems most likely.  This clause will get you anywhere these days.  The 18th was required because the Supreme Court ruled a prohibitory statute unconstitutional.  In 1970 Congress prohibited many drugs, with a textual nod to the Commerce Clause.  The Controlled Substances Act of 1970 still stands.  I think the government could get away with it.  >Amanda Walker    PGP 2 key by finger or e-mail    Eli   ebrandt@jarthur.claremont.edu",sci.crypt
"From: mcguire@cs.utexas.edu (Tommy Marcus McGuire) Subject: Re: Should liability insurance be required? Organization: CS Dept, University of Texas at Austin Lines: 42 Distribution: usa NNTP-Posting-Host: cash.cs.utexas.edu  In article <1993Apr15.153312.4125@research.nj.nec.com> behanna@syl.nj.nec.com (Chris BeHanna) writes: >In article <tcora-140493155620@b329-gator-3.pica.army.mil> tcora@pica.army.mil (Tom Coradeschi) writes: >>In article <1993Apr14.125209.21247@walter.bellcore.com>, [...] >>BZZZT! If it is the other driver's fault, your insurance co pays you, less >>deductible, then recoups the total cost from the other guy/gal's company >>(there's a fancy word for it, which escapes me right now), and pays you the >>deductible. Or: you can go to the other guy/gal's company right off - just >>takes longer to get your cash (as opposed to State Farm, who cut me a check >>today, on the spot, for the damage to my wife's cage). > > The word is ""subrogation.""  Seems to me, if you're willing to wait >for the money from scumbag's insurance, that you save having to pay the >deductible.  However, if scumbag's insurance is Scum insurance, then you may >have to pay the deductible to get your insurance co.'s pack of rabid, large- >fanged lawyers to recover the damages from Scum insurance's lawyers. > > Sad, but true.  Call it job security for lawyers. > >Later, >--  >Chris BeHanna DoD# 114          1983 H-D FXWG Wide Glide - Jubilee's Red Lady [...]   You know, it sounds suspiciously like no fault doesn't even do what it was advertised as doing---getting the lawyers out of the loop.  Sigh.  Another naive illusion down the toilet....      ----- Tommy McGuire mcguire@cs.utexas.edu mcguire@austin.ibm.com  ""...I will append an appropriate disclaimer to outgoing public information, identifying it as personal and as independent of IBM....""",rec.motorcycles
"Organization: Queen's University at Kingston From: <LEEK@QUCDN.QueensU.CA> Subject: Re: ADC card for computer Distribution: world Lines: 54  In article <1qi8e3$b5e@lll-winken.llnl.gov>, you say: > >I would like to digitize the output of a SQUID magnetometer (range -10 V >to +10 V) and do digital signal processing in a computer, say a Macintosh >II or a 486 PC.  I would like a good 16 bit ADC with good linearity and a >high conversion speed, at least 50 kHz, preferably 200 kHz.  Other concerns > >(2)  Must I use an ADC external to my computer to avoid digital noise >     feedback into my sensitive SQUID electronics?  Might be a good idea...  The resolution you requested is about 0.3mV In order to get what you've paid for, noise level better be lower than that.  It is kind of hard to do it in a noisy box like you can expect inside a PC.  Before you pay $$$ for a PC card, test it out by sampling a low distortion sine wave (I think there is a sine wave on a CD.  Digital Domain ?  There are possibly other low THD sources)  Run the digitized waveform through a FFT transform and take alook at the noise floor on the spectrum.  That's should give you a good indication of the design. (That's what I am doing to test a data acquistion system I have designed - I got the idea from MAXIM data sheet.)  If you can live with 14 bit resolution, I would recommend looking at the MAX121 from MAXIM.  It is a high speed (308KHz) complete sampling A/D with DSP interface.  The input range is +/- 5V and it uses a serial interface (which can easily be optically isolated from the computer to elinimate a major noise source)  The Analog design guide I got from them shows a -100db noise level.  They claim a -77db max (-85 typ.) THD.  Looks pretty good for the $12 @ 1000 pieces  A evaluation kit is available.  Might want to give these nice folks a call.  1-800-998-8800 or fax: (408)737-7194 and (408) 737-7600 ext4000 for application assistance.  This assumes that you can build your own DAS and write your own software. (Hey you can get the MAX121 as a free sample just by calling the 1-800 #)  >I would appreciate discussion of your personal experience with a Mac or PC- >based ADC system.  I would recommend you to find out the resolution that can be gotten out of your system by looking at the noise level, otherwise you might be throwing out your money.  >Charles Cunningham >cec@imager.llnl.gov  K. C. Lee Elec. Eng. Grad. Student  I have no connection with MAXIM except I do in general recommend companies that give samples to students to others.  I feel they deserve that for being nice to me.",sci.electronics
"From: arromdee@jyusenkyou.cs.jhu.edu (Ken Arromdee) Subject: Re: American Jewish Congress Open Letter to Clinton Organization: Johns Hopkins University CS Dept. Lines: 46  In article <22APR199307534304@vxcrna.cern.ch> casper@vxcrna.cern.ch (CASPER,DAVI./PPE) writes: >> [I said the fixation on Bosnia is due to it being in a European country, >>  rather than the third world] >>I recall, before we did anything for Somalia, (apparent) left-wingers saying >>that the reason everyone was more willing to send troops to Bosnia than to >>Somalia was because the Somalis are third-worlders who Americans consider >>unworthy of help.  They suddenly shut up when the US decided to send troops to >>the opposite place than that predicted by the theory. >I am a staunch Republican, BTW.  The irony of arguing against military >intervention with arguments based on Vietnam has not escaped me.  I was opposed >to US intervention in Somalia for the same reasons, although clearly it was >not nearly as risky.  Based on the same reasons?  You mean you were opposed to US intervention in Somalia because since Somalia is a European country instead of the third world, the desire to help Somalia is racist?  I don't think this ""same reason"" applies to Somalia at all.  The whole point is that Somalia _is_ a third world country, and we were more willing to send troops there than to Bosnia--exactly the _opposite_ of what the ""fixation on European countries"" theory would predict.  (Similarly, the desire to help Muslims being fought by Christians is also exactly the opposite of what that theory predicts.)  >>For that matter, this theory of yours suggests that Americans should want to >>help the Serbs.  After all, they're Christian, and the Muslims are not.  If >>the desire to intervene in Bosnia is based on racism against people that are >>less like us, why does everyone _want_ to help the side that _is_ less like us? >>Especially if both of the sides are equal as you seem to think? >Well, one thing you have to remember is, the press likes a good story.   Good >for business, don't you know.  And BTW, not ""everyone"" wants to help the >side that is less like us.  I'm referring to people who want to help at all, of course.  You don't see people sending out press releases ""help Bosnian Serbs with ethnic cleansing! The Muslim presence in the Balkans should be eliminated now!""  (Well, except for some Serbs, but I admit that the desire of Serbs in America to help the Serbian side probably _is_ because those are people more like them.) -- ""On the first day after Christmas my truelove served to me...  Leftover Turkey! On the second day after Christmas my truelove served to me...  Turkey Casserole     that she made from Leftover Turkey. [days 3-4 deleted] ...  Flaming Turkey Wings! ...    -- Pizza Hut commercial (and M*tlu/A*gic bait)  Ken Arromdee (arromdee@jyusenkyou.cs.jhu.edu)",talk.politics.mideast
"From: sunbum@cory.Berkeley.EDU (.....) Subject: Stealth VRAM Nntp-Posting-Host: cory.berkeley.edu Organization: University of California, at Berkeley Lines: 13  sale item: A brand new Stealth VRAM Hi-Color card w/ 1meg display price    : $135  It comes with:  install disk   Turbo windows 3.x drivers /w 24bit color   Halo Desktop Imager (24bit) for windows 3.x   Advanced AutoCAD accelerator (includes Big Picture)   a complete manual  If interested, please e-mail  sunbum@cory.berkeley.edu  thanks",misc.forsale
"From: randy@megatek.com (Randy Davis) Subject: Re: Ok, So I was a little hasty... Reply-To: randy@megatek.com Organization: Megatek Corporation, San Diego, California Lines: 24  In article <speedy.155@engr.latech.edu> speedy@engr.latech.edu (Speedy Mercer) writes: |In article <jnmoyne-190493111630@moustic.lbl.gov> jnmoyne@lbl.gov (Jean-Noel Moyne) writes: |>       What does ""DWI"" stand for ? I thought it was ""DUI"" for Driving Under |>Influence, so here what does W stand for ? | |Driving While Intoxicated.    Actually, I beleive ""DWI"" normally means ""Driving While Impaired"" rather than ""Intoxicated"", at least it does in the states I've lived in...  |This was changed here in Louisiana when a girl went to court and won her  |case by claiming to be stoned on pot, NOT intoxicated on liquor!    One can be imparied without necessarily being impaired by liquor - drugs, not enough sleep, being a total moron :-), all can impair someone etc...  I'm surprised this got her off the hook...  Perhaps DWI in Lousiana *is* confined to liquor?  Randy Davis                            Email: randy@megatek.com ZX-11 #00072 Pilot                            {uunet!ucsd}!megatek!randy DoD #0013         ""But, this one goes to *eleven*..."" - Nigel Tufnel, _Spinal Tap_",rec.motorcycles
"From: pmalenfa@kitkat.webo.dg.com (Paul Malenfant) Subject: Optoisolator interfacing questions Reply-To: pmalenfa@kitkat.webo.dg.com (Paul Malenfant) Organization: Data General Corporation, Westboro, MA Lines: 26   I am interfacing some simple circuits that run on 9V to my cpu board which runs at 5-6V.  The optoisolator is a 4N35. On the led side, I put the signal I want through a 10k resistor to the base of a 2N2222.  On the transistor side, I tie my cpu input line to the collector which has a pull-up resistor of 47k.  It functions OK, but seems VERY slow.  I can detect pulses that occur at about 2kHz, but not much faster.  Isn't the rise/fall time of this device, something like 5uS?  I should be able to detect my target of 40kHz, but I can't get 16kHz. This is done using wire-wrap and the wires going to the cpu and to the test pin are about 8 inches long, but I'm not doing anything high-speed.  In the Art of Electronics, it mentions tying the base of the phototransistor to ground through a resistor to improve the speed.  Is that what I need to do?  How do I calculate the resistor value?   --   Paul Malenfant pmalenfa @ kitkat.webo.dg.com (508-870-6460)",sci.electronics
"From: JEK@cu.nih.gov Subject: etymology of ""Easter"" Lines: 53  for SRC  In most languages, the Feast of the Resurrection of Our Lord is known as the PASCH, or PASQUE, or some variation thereof, a word which comes from the Hebrew PESACH, meaning ""Passover."" In English, German, and a few related languages, however, it is known as EASTER, or some variation thereof, and questions have been asked about the origin of this term.  One explanation is that given by the Venerable Bede in his DE RATIONE TEMPORUM 1:5, where he derives the word from the name of an Anglo-Saxon goddess of Spring called EASTRE. Bede is a great scholar, and it is natural to take his word for it. But he lived 673-735, and Augustine began preaching in Kent in 597. The use of the word EASTER to describe the Feast would have been well established before the birth of Bede and probably before the birth of anyone he might have discussed the subject with. It seems likely that his derivation is just a guess, based on his awareness that there had been an Anglo-Saxon goddess of Spring bearing that name, and the resemblance of the words. Thus, if the said resemblance (surely it is not surprising that a personification of Spring should have a name similar to the word for Dawn) is not in istelf convincing, the testimony (or rather the conjecture) by Bede does not make it more so.  Assuming that Bede was right, that would not justify saying that the Christian celebration (which, after all, had been going on for some centuries before the name EASTER was applied to it) has pagan roots. It would simply mean that the Anglo-Saxons, upon becoming Christians and beginning to celebrate the Resurrection by a festival every spring, called it by the name that to them meant simply ""Spring Festival.""  However, Bede's is not the only theory that has been proposed.  J Knoblech, in ""Die Sprach,"" ZEITSCHRIFT FUER SPRACHWISSENSCHAFT 5 (Vienna, 1959) 27-45, offers the following derivation:  Among Latin-speaking Christians, the week beginning with the Feast of the Resurrection was known as ""hebdomada alba"" (white week), since the newly-baptized Christians were accustomed to wear their white baptismal robes throughout that week. Sometimes the week was referred to simply as ""albae."" Translaters rendering this into German mistook it for the plural of ""alba,"" meaning ""dawn."" They accordingly rendered it as EOSTARUM, which is Old High German for ""dawn."" This gave rise to the form EASTER in English.   Yours,  James Kiefer   [No, I'm not interested in restarting discussions of the propriety of celebrating Easter.  However this seems like it contains enough interesting information that people might like to see it.  --clh]",soc.religion.christian
"From: jrbeach@iastate.edu (Jeffry R Beach) Subject: Re: Good Neighbor Political Hypocrisy Test Organization: Iowa State University, Ames, IA Lines: 25  In article <stevethC5Js6F.Fn5@netcom.com> steveth@netcom.com (Steve Thomas) writes: > Boy, it looks like the WOD is WORKING REALLY GOOD to stop people from > being screwed up in the head, given that example! > >(Issue: your friend _got_ his drugs--legal or not legal, he'll continue to >get them.  Issue #2: why should _I_, as somebody who does NOT use illegal >drugs and who IS NOT ""screwed up"" have to PAY for this idiot's problems?  He's >not doing anybody any harm except himself.  The WOD, on the other hand, is an >immediate THREAT to MY life and livelyhood.  Tell me why I should sacrafice >THIS to THAT!).  Hello, is there anybody in there?  You think you have to pay for this idiot's problem now, who's going to pay for the ballooning number of addicts and  all of the associated problems with them.  I don't even want to think about it with Hillary in the White House and an administration that ""feels our pain"".  No harm but to himself?  What about when he drives his school bus full of kids into a train.  When he gets stoned and drives up on a sidewalk and kills 5 people.  When he lives off me on Welfare for the rest of his life.  The problem with the WOD is that it has no bite.  Sending the slimy  bastards to the chair for selling drugs to kids, now there's some bit.",talk.politics.misc
"From: mbh2@engr.engr.uark.edu (M. Barton Hodges) Subject: Stereoscopic imaging Summary: Stereoscopic imaging Keywords: stereoscopic Nntp-Posting-Host: engr.engr.uark.edu Organization: University of Arkansas Lines: 8  I am interested in any information on stereoscopic imaging on a sun workstation.  For the most part, I need to know if there is any hardware available to interface the system and whether the refresh rates are sufficient to produce quality image representations.  Any information about the subject would be greatly appreciated.      Thanks!",comp.graphics
"From: arc@cco.caltech.edu (Aaron Ray Clements) Subject: Re: the usual Organization: California Institute of Technology, Pasadena Lines: 41 Distribution: na NNTP-Posting-Host: sandman.caltech.edu  hollombe@polymath.tti.com (The Polymath) writes:  >The possession of nuclear arms (actually weapons grade fissionables) is >currently regulated only by market forces.  I.e.:  To own them you have to >either make them, buy them or steal them.  The only thing that stops you >is the staggering cost (more than most nations can afford), the fact that >no one who has them wants to sell to you and the tight security maintained >on existing stocks. (Just ask Saddam Hussein).  I was under the impression that to obtain fissionable materials (i.e., plutonium or reactor/weapons-grade uranium) one was required to obtain a federal permit to own such materials.  >Given a source of fissionables, you can build a bomb in your garage with >parts from hardware stores and electronic junk supplies.  You might have >to engage in some shady dealings to get the explosive charge, but that's >trivial compared to getting the plutonium.  The basic information on the >design was declassified years ago and can be dug out of any technical >library by a physics grad student.  Actually, why bother looking it up?  From the material we covered last term (in 10 weeks) of Ge/Ch 127 (Nuclear Chemistry), I could *derive* what it would take to build a bomb.  And as far as the explosive charge, I (as a chemist) could synthesize a variety of explosives from commonly available chemicals in the garage if I felt like.  The electronics  behind the detonator and the shaped charges are a little trickier, however . . . but not impossible using a few ""tricks of the trade."" And if I really wanted to be nasty, I could include a core of  hydrogen and deuterium . . .  Of course, the hardest part is getting the fissionable material to start with, and living long enough to put a bomb together.  (Plutonium has some *nasty* properties . . .)  >The Polymath (aka: Jerry Hollombe, M.A., CDP, aka: hollombe@polymath.tti.com) >Head Robot Wrangler at Citicorp                      Laws define crime. >3100 Ocean Park Blvd.   (310) 450-9111, x2483       Police enforce laws. >Santa Monica, CA  90405                            Citizens prevent crime.  aaron arc@cco.caltech.edu",talk.politics.guns
"From: dealy@narya.gsfc.nasa.gov (Brian Dealy - CSC) Subject: Re: XWindows always opaque Organization: NASA/Goddard Space Flight Center Lines: 57 Distribution: comp NNTP-Posting-Host: narya.gsfc.nasa.gov Keywords: xwindow, parent-child relation Originator: dealy@narya.gsfc.nasa.gov    In article <hess.734959172@swt1>, hess@swt1.informatik.uni-hamburg.de (Hauke Hess) writes: |> Hi, |>  |> I wonder if it is possible for a parent window to paint over the area of |> its childs. If it is not, then how could it be possible to implement a  |> rubberband across multiple xwindows to select the objects that are |> displayed one in each window? |>  |> Hauke |>   If you specify the rootwindow when you are creating your GC. You may  use Xlib to draw over multiple windows.  I have an application that does something similar for rubber banding.   curs_move = XCreateFontCursor (disp_data, XC_crosshair);   geom_vals.foreground     = blck_pixl ^ grey_dark;  geom_vals.plane_mask     = AllPlanes;  geom_vals.line_width     = 0;  geom_vals.function       = GXxor;  geom_vals.subwindow_mode = IncludeInferiors;  evnt_mask= GCForeground | GCPlaneMask | GCLineWidth | GCFunction                                                      | GCSubwindowMode;  geom_gcon= XCreateGC (disp_data, root_iden, evnt_mask, &geom_vals);    later I can move the rubber band or bands using the following logic  /**********************************************************************/  void Tselect::move_bands (int delt_xloc, int delt_yloc)          /****/ stuff deleted ...             XDrawRectangle (disp_data,   root_iden,  geom_gcon,                             sele_pntr->rootx, sele_pntr->rooty,                             sele_pntr->xlnth, sele_pntr->ylnth); undraw old one             sele_pntr->papax+= delt_xloc;             sele_pntr->papay+= delt_yloc;             sele_pntr->rootx+= delt_xloc;             sele_pntr->rooty+= delt_yloc;             XDrawRectangle (disp_data,   root_iden,  geom_gcon,                              sele_pntr->rootx, sele_pntr->rooty,                             sele_pntr->xlnth, sele_pntr->ylnth); draw new one more stuff deleted   hope this helps   --  Brian Dealy                |301-572-8267| It not knowing where it's at   dealy@kong.gsfc.nasa.gov   |            | that's important,it's knowing !uunet!dftsrv!kong!dealy   |            | where it's not at...  B.Dylan --  Brian Dealy                |301-572-8267| It not knowing where it's at   dealy@kong.gsfc.nasa.gov   |            | that's important,it's knowing !uunet!dftsrv!kong!dealy   |            | where it's not at...  B.Dylan",comp.windows.x
"From: ""David R. Sacco"" <dsav+@andrew.cmu.edu> Subject: Re: After 2000 years, can we say that Christian Morality is Organization: Misc. student, Carnegie Mellon, Pittsburgh, PA Lines: 8  <1qh49m$mg9@kyle.eitech.com> NNTP-Posting-Host: po5.andrew.cmu.edu In-Reply-To: <1qh49m$mg9@kyle.eitech.com>  After tons of mail, could we move this discussion to alt.religion? ============================================================= --There are many here among us who feel that life is but a joke. (Bob Dylan) --""If you were happy every day of your life you wouldn't be a human being, you'd be a game show host."" (taken from the movie ""Heathers."") --Lecture (LEK chur) - process by which the notes of the professor become the notes of the student without passing through the minds of either.",talk.religion.misc
"From: af664@yfn.ysu.edu (Frank DeCenso, Jr.) Subject: Re: *** The list of Biblical contradictions Organization: Youngstown State/Youngstown Free-Net Lines: 12 NNTP-Posting-Host: yfn.ysu.edu   Someone posted a list of x number of alleged Bible contradictions.  As Joslin said, most people do value quantity over quality.  Dave Butler posted some good quality alleged contradictions that are taking a long time to properly exegete.  If you want a good list (quantity) - _When Critics Ask, A Popular Handbook On Bible Difficulties_ by Dr. Norman Geisler deals with over 800 alleged contradictions.  Frank --  ""If one wished to contend with Him, he could not answer Him one time out  of a thousand.""  JOB 9:3",talk.religion.misc
"From: fcrary@ucsu.Colorado.EDU (Frank Crary) Subject: Re: Gun Control: proud to be a Canuck Nntp-Posting-Host: ucsu.colorado.edu Organization: University of Colorado, Boulder Lines: 29  In article <1pqsruINNiae@hp-col.col.hp.com> dduff@col.hp.com (Dave Duff) writes: >Does anyone really believe the Swiss have had no war within their borders >because every adult male owns a rifle? I'm a great admirer of the Swiss, but >500 years of peace on their turf has zilch to do with gun ownership. Can you >picture Hitler, with Panzers and Focke-Wulfs poised on the border, losing >sleep over a few thousand expert rifleman? Sure.   The Swiss population is (and well was) far larger than that. I think your question should be, ""...losing sleep over a million expert riflemen?"" Certainly he could have conquered Switzerland, but a million armed militiamen (especially in a mountainous area,  where tanks' effectiveness is limited) would have made it a real pain. The question a conqueror would ask, is ""is it worth  the trouble?"" The more difficult an invasion is, the more likely the answer would be ""no."" Certainly a million riflemen (as opposed to a professional army of only ten or twenty thousand, the best a country the size of Switzerland could support), makes invasions more difficult.  >Hitler stayed out of Switzerland because the Swiss run the money in this >world.  Really? In 1939? I'm not even sure you could prove that today (despite the steriotype.) Certainly the Swiss bankers were not essential to the German war-time economy.                                             Frank Crary                                            CU Boulder",talk.politics.guns
"From: paul@hsh.com (Paul Havemann) Subject: Re: Gore throws out the first ball. And media coverage of it Distribution: usa Organization: HSH Associates Lines: 30  In article <1993Apr13.122543.1682@hemlock.cray.com>, rja@mahogany126.cray.com (Russ Anderson) writes: >  > In article <C5E2JA.849@ncratl.AtlantaGA.NCR.COM>, mwilson@ncratl.AtlantaGA.NCR.COM (Mark Wilson) writes: >> This past Thursday VP GOre threw out the first ball at the home opener for >> the Atlanta Braves. According to the news reports he was quite loudly booed. >> (No, Dr. Norman, these were not your typical beer swilling red-necks.) >>  >> Personally I wouldn't have paid any more attention to the incident except >> that the evening news when describing the event, went on to comment that >> being booed was nothing unusual since it was normal for audiences to >> boo at this point since the celebrity was delaying the start of the game. >>  >> What a bunch of crock. I have never heard of any incident in which the >> thrower of the ceremonial ball has been booed before. >  > Dan Quayle got roundly booed in Milwaulkee last year.  (I was listening  > on the radio).  This was the game that Quayle told the Brewers players that > he would like to see them play the Orioles in the ALCS.  It's come to this, has it?  Defending Al Gore by comparing him to Dan Quayle? I'd say that about says it all... back to the pit with ye, back to alt.fan. dan-quayle!  Begone!  ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------   Paul Havemann   (Internet: paul@hsh.com)     * They're not just opinions -- they're caffeine for the brain! *          ** (Up to 50 milligrams per cynical observation.) **      Recommended Minimum Daily Requirement: 1,000 mg.  Keep reading.",talk.politics.misc
"From: marrevola@rediris.es Subject: Re: What is Zero dB???? Organization: REDIRIS, Red Nacional de I+D Lines: 24  In article <1993Apr6.132429.16154@bnr.ca>, moffatt@bnr.ca (John Thomson) writes: > Joseph Chiu (josephc@cco.caltech.edu) wrote: >  > : And the measure of current, Amp, is actually named after both the AMP company > : and the Amphenol company.  Both companies revolutionized electronics by > : simulatenously realizing that the performance of connectors and sockets  > : were affected by the amount of current running through the wires. >  > Sorry.  The unit for current is the AMPERE which is the name of a french-man > named AMPERE who studied electrical current.  The term AMP is just an abbreviation > of it.  The company AMP came after the AMPERE unit was already in use. >    > : The Ohmite company was the first to characterize resistances by numbers, thus > : our use of the Ohms... >  > I don't know about this one, but it doesn't sound right. Are you (two) joking? Is the entire Internet flaming you (two)? Ahh!, now I remember that Ohmite company was the first introducing ""the pink colored resistor"", only for electronics working females ;-) --  Manuel Arrevola Velasco   ||||| True e-mail: manolo@taf.fundesco.es ||||| DoD #1033",sci.electronics
From: enis@cbnewsg.cb.att.com (enis.surensoy) Subject: Re: ARMENIA SAYS IT COULD SHOOT DOWN TURKISH PLANES Organization: AT&T Lines: 4  >Armenia says it could shoot down Turkish planes   Armenia does not have pot to piss in it; let alone shooting  down modern war planes.,talk.politics.mideast
"From: Marc VanHeyningen <mvanheyn@cs.indiana.edu> Subject: How does it really work? (was Re: text of White House announcement and Q&As on clipper chip encryption) Organization: Computer Science Dept, Indiana University Distribution: na Lines: 57  This announcement is somewhat disconcerting; it doesn't do anything evil in and of itself, but bodes badly for the future of open algorithms and standards in information security.  I won't start panicking until/unless DES or RSA or stuff like that is prohibited, but I'm a little anxious.  (No doubt it won't be long before someone posts explaining how this just a small part of some far-ranging and long-lived NSA-PKP-IRS-FBI-CIA-HandgunControlInc-Clinton conspiracy to subvert freedom, democracy, and mathematics.)  My feeling is that the administration probably isn't that worried about things like DES and RSA and PGP and RIPEM, since they'll never be used by a group much wider than us computer geeks.  The fact that this just came out now suggests one of two things:  1.  The NSA has been working on this for a long time, and it only just     now happened to be ``ready'' to release to the world at this time.  2.  The NSA has been working on this for a long time, but wasn't able     to get the Bush administration to go along with this plan.  (I     find it unlikely that this would have been because of a sympathy     for the unescrowed use of cryptography; more likely the     administration felt that even escrowed, secret-algorithm and, for     all we know, trivially breakable cryptography should not be made     widely available.)  Thus said clipper@csrc.ncsl.nist.gov (Clipper Chip Announcement): >This new technology will help companies protect proprietary >information, protect the privacy of personal phone conversations >and prevent unauthorized release of data transmitted >electronically.  At the same time this technology preserves the >ability of federal, state and local law enforcement agencies to >intercept lawfully the phone conversations of criminals.   The majority of the discussion involving this ""Clipper Chip"" seems to pertain to the encryption of telephone conversations.  Does anyone know if that means this chip is designed to work primarily with analog signals?  The language sort of suggests this, but it's hard to say.  The main thing I just don't get is whether this chip implements symmetric or asymmetric cryptographic techniques.  Anybody know?  I'm guessing symmetric, but they don't get very clear about it.  If it is symmetric, how is it useful for anything other than link-level encryption with an identical chip at each end?  How can you negotiate a per-session key using symmetric cryptography without using a trusted third party who knows your key?  (Or does it even use a per-session key?)  If it's asymmetric, what about PKP's patents, which they claim cover all methods of doing asymmetric cryptography?  Are they getting royalties, or is hiding infringement the real reason for keeping the algorithm secret? :-) -- Marc VanHeyningen   mvanheyn@cs.indiana.edu   MIME & RIPEM accepted Kirk:  I won't hurt you. Alien: You hit me! Kirk:  Well, I won't hit you again.",sci.crypt
"From: vlad@netcom.com (Vladimir Kuznetsov) Subject: Re: How many homosexuals are there? Organization: Netcom - Online Communication Services (408 241-9760 guest) Distribution: usa Lines: 22  In article <Apr.15.21.39.43.1993.8726@romulus.rutgers.edu> kaldis@romulus.rutgers.edu (Theodore A. Kaldis) writes: >Perhaps 1%, but most likely not more than 2%.  A new study >(discrediting Kinsey) says so. >--   Yes, I saw today in 6 o'clock news on KCBS here in San Francisco this statistic quoted.   2.2% men had sex with another man. 1.3% cinsider themself homosexual.  I understand of course that because this statistic goes against common believe and not PC-correct it must be complete BS.  Thx  vlad --  Vladimir Kuznetsov                         (408)252-5455 Natural Intelligence Consulting            vlad@netcom.COM                                            73437,3344@compuserve.com                                            vkuznetsov@mci.com",talk.politics.misc
